author,comment_count,id,is_kongu_related,is_palladam_related,like_count,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,parent_id,parties_mentioned,platform,reaction_count,region,reply_count,retweet_count,source,text,timestamp,title,type,url,view_count
SimpliCityCoimbatore simplicitycbe · 8h,,2038594441573732802,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,பொள்ளாச்சி தொகுதி  அதிமுக  வேட்பாளர் ஜெயராமனுக்கு உற்சாக வரவேற்பு   #coimbatore   #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews    #admk   #edappadipalaniswami,2026-03-30T21:25:12.828014,,post,https://twitter.com/simplicitycbe/status/2038594441573732802,
Tiruppur District Police tiruppursmc · 6h,,2038597163085934682,,True,,,,,,,twitter,,tiruppur,,,scrapy_twitter_auth,திருப்பூர் மாவட்டத்தில் தங்களது பகுதியில் இன்று 30.03.26 இரவு பணியில் இருக்கும் காவல் அதிகாரிகளின் அலைபேசி எண்களை பொதுமக்கள் பயன்படுத்தி கொள்ளவும்.  #Tirupursmc   #tnpolice   #Nightroutine   #Avinashi   #Palladam   #Udumalpet   #Dharapuram   #Kangeyam   #tiruppurdistrict   #safetyfirst,2026-03-30T19:35:06.761480,,post,https://twitter.com/tiruppursmc/status/2038597163085934682,
SimpliCityCoimbatore simplicitycbe · 7h,,2038598269542993986,,True,,,,,,dmk,twitter,,tiruppur,,,scrapy_twitter_auth,பல்லடம் தொகுதியில் திமுக வேட்பாளர் செல்வராஜ் களப்பணி தீவிரம்   #coimbatore   #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews   #palladam   #dmk   #selvaraj   #bypoll,2026-03-30T20:21:35.774588,,post,https://twitter.com/simplicitycbe/status/2038598269542993986,
SimpliCityCoimbatore simplicitycbe · 7h,,2038599088355127299,,True,,,,,,,twitter,,tiruppur,,,scrapy_twitter_auth,சுடுகாட்டில் இருந்து மண்பானையுடன்  வந்து வேட்புமனு தாக்கல்  செய்த சுயேட்சை வேட்பாளர்   #coimbatore   #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews,2026-03-30T20:21:35.771589,,post,https://twitter.com/simplicitycbe/status/2038599088355127299,
,,DRw9_Rxkkaj,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"2,890 likes, 9 comments - palladam_citizen_ on December 2, 2025: ""Palladam ❣️  #palladam #trendingnow #post#insta"".",2026-03-30T21:38:57.891956,,post,https://www.instagram.com/p/DRw9_Rxkkaj/,
,,DWElf9ME1t6,,True,,,,,,,instagram,,unknown,,,scrapy_instagram,"11K likes, 86 comments - palladam_gethu_studio_ on March 19, 2026: ""நம்ம ஊரு பல்லடம் வாய்க்கால்🤩 Summer enjoyments🤩  Follow @palladam_gethu_studio_ for more💙  #instagram #reels #summer #reelstrending #summervibes"".",2026-03-30T21:26:11.309385,,post,https://www.instagram.com/p/DWElf9ME1t6/,
,,DU3GDRtiSUC,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"journeywithbala on February 17, 2026: ""Don’t Scroll… Shop 🛒 50% OFF Mobile Accessories in Palladam – Today’s Hot Offer! 🔥📱😵 . . . #trending #mobile #reels #offer #palladam"".",2026-03-30T21:38:52.115314,,post,https://www.instagram.com/p/DU3GDRtiSUC/,
,,DVKc_ozkssS,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"457 likes, 8 comments - sulursubamma on February 24, 2026: ""1 kg Dates free😍 Exotic Nuts and Dry fruits varieties 🤩  📍 AL THAMAR - Palladam to thichy main roads , panappalaiyam, near bharat benze and surya bakery  ☎️ 8610036305   77361 61688   #fyp #trendingreels #viralreel #palladam #althamardatesandnuts"".",2026-03-30T21:38:46.637623,,post,https://www.instagram.com/p/DVKc_ozkssS/,
,,DWL8uvWASpV,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"2,081 likes, 150 comments - envizhi.vazhiyil on March 22, 2026: ""New in palladam  📍kovai anandha Vilas Best spot to hangout with friends and family  Comment for location 💌  #fyp #trending #palladam #instagram #kovaianandhavilas"".",2026-03-30T21:38:55.468467,,post,https://www.instagram.com/p/DWL8uvWASpV/,
,,DJb4Ak0Ptb9,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"1,620 likes, 57 comments - dhina_marx on May 9, 2025: ""#palladam #palladamdiaries #palladamtravel #palladamculture #palladamheritage #palladamfood #palladamlife #palladamnature #palladamlove #palladamevents #palladamcommunity #palladamphotography #palladamart #palladamentrepreneurs #palladamshopping #palladamhistory #palladampeople #palladammoments #palladamstyle #palladambeauty #palladamfestival #palladamtraditional #palladamfestivallife #palladammusic #palladamvibes #palladamadventure #palladamexplore #palladamvillage #palladaminstagood #palladamlovenature"".",2026-03-30T21:38:40.779401,,post,https://www.instagram.com/p/DJb4Ak0Ptb9/,
,,DWJe_MqkQKq,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"1,016 likes, 33 comments - _simma_lifestyle on March 21, 2026: ""Chinnakarai Prakash Theater❤️🍿Theater Series Ep-05💥  Next entha Theater experience pannalanu sollunga!❤️  To more videos follow❤️‍🔥  #explore #tiruppur #palladam #theaterseries #entertainment"".",2026-03-30T21:38:36.266280,,post,https://www.instagram.com/p/DWJe_MqkQKq/,
,,DVX29LkEub1,,True,,,,,,,instagram,,unknown,,,scrapy_instagram,"3,135 likes, 8 comments - kavis_world__ on March 1, 2026: ""Minivlog #59"".",2026-03-30T21:38:23.210648,,post,https://www.instagram.com/p/DVX29LkEub1/,
,,DOdfR-TCVVV,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"sangeethaeswarann on September 11, 2025: ""Try this in Namma palladam @onegrid_racing   #reels #racing #girls #palladam #tiruppur #coimbatore #erode #salem #chennai #trending #relatable #fyp #explorepage #igreach #ig #newreels"".",2026-03-30T21:38:50.027516,,post,https://www.instagram.com/p/DOdfR-TCVVV/,
,,DWDhEtZk7a1,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"2,668 likes, 17 comments - palladam__360 on March 18, 2026: ""PALLADAM VAIKAL 😌  #instagood  #instadaily  #memoriesforlife  #summervibes☀️  #explore"".",2026-03-30T19:36:02.646258,,post,https://www.instagram.com/p/DWDhEtZk7a1/,
,,DWbcxLMGOXO,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"2,486 likes, 36 comments - ilovetirupur on March 28, 2026: ""உஷாரா இருங்க மக்களே   #Tirupur #Tiruppur"".",2026-03-30T21:25:27.363565,,post,https://www.instagram.com/p/DWbcxLMGOXO/,
,,DV-KJWekjgr,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"1,503 likes, 64 comments - thirupur_dharani on March 16, 2026: ""NGR ROAD ..PALLADAM"".",2026-03-30T21:38:11.627994,,post,https://www.instagram.com/p/DV-KJWekjgr/,
,,C4spAkuvd4q,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"4,027 likes, 8 comments - tirupurpasangada on March 19, 2024: ""Palladam Tirupur Contact 81480 60393 81480 61393  #landforsale #realestate #palladam #tirupur #home #house"".",2026-03-30T19:35:40.416379,,post,https://www.instagram.com/p/C4spAkuvd4q/,
,,DPoBi9cCfm4,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"750 likes, 31 comments - palladambaskar on October 10, 2025: ""பாசமுள்ள 😘🤩பல்லடம்🙏 மக்கள் 💞 . . . . . . . . . . . . . . . . . . . . . .  #palladam #palladambaskar #tirupur #coimbatore #sulur #palladam_makkaley❤ #pollachi #udumalai #dharapuram #avinashi #perundurai #perumanallur #gobichettipalayam #anthiyur #bhavani #salem #trichy"".",2026-03-30T21:38:05.604896,,post,https://www.instagram.com/p/DPoBi9cCfm4/,
,,DWG9t-ljL0v,,True,,,,,,,instagram,,coimbatore,,,scrapy_instagram,"6,705 likes, 27 comments - kovai_anandha_vilas on March 20, 2026: ""Crafted with spice. Served with perfection 🔥 Kovai Aanandha Vilas specials you can’t skip 🍽️ . . . . Kovai Aanandha Vilas, Special Dishes, Non Veg Specials, Chicken Varuval, Mutton Fry, Fish Fry, Prawn Masala, Naatu Kozhi, Spicy Fry, Satti Varuval, Pepper Chicken, Chettinad Style, South Indian Non Veg, Tamil Food, Authentic Taste, Traditional Cooking, Fresh Meat, Masala Fry, Street Style Food, Kovai Food, Coimbatore Food, Food Reels, Viral Food, Must Try Dishes, Non Veg Lovers, Foodie Spot, Spicy Treat 🔥🍗"".",2026-03-30T21:38:43.388050,,post,https://www.instagram.com/p/DWG9t-ljL0v/,
,,DT8F74JE78C,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"124 likes, 13 comments - cbe_vasanth on January 25, 2026: ""#coimbatore #palladam #pollachi #tirupur"".",2026-03-30T19:35:14.324744,,post,https://www.instagram.com/p/DT8F74JE78C/,
,,DWbcrvfEikN,,True,,,,,,dmk,instagram,,tiruppur,,,scrapy_instagram,"748 likes, 29 comments - tup_selvaraj on March 28, 2026: ""2026 பொதுத்தேர்தலில் #பல்லடம் சட்டமன்ற தொகுதியின் கழக வேட்பாளராக அறிவித்து,   களம் காண கரம் கொடுத்த கழகத் தலைவர்; மாண்புமிகு முதல்வர் @mkstalin அவர்களுக்கு நன்றி! நன்றி! நன்றி!🙏🌅♥️  மீண்டும் உதயசூரியன்! மீண்டும் திராவிடமாடல்! மீண்டும் முத்துவேல் கருணாநிதி ஸ்டாலின்!🔥🌄  @udhay_stalin @arivalayam  #ஸ்டாலின்_தொடரட்டும் #VoteForDMK #Palladam #DMK"".",2026-03-30T21:38:31.623640,,post,https://www.instagram.com/p/DWbcrvfEikN/,
,,DVqKo71gYKy,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"577 likes, 2 comments - abhi_lifestory on March 9, 2026: ""SAVE & SHARE with your friends & family💥 Get the best market value for your gold and silver ornaments by contacting 97502 97502  # India's No 1 Used Gold Buying company #BestMoneyGold  @bestmoneygoldofficial AD  Follow @abhi_lifestory for more❤️  #AbhiLifeStory #Coimbatore #Tiruppur"".",2026-03-30T19:35:07.564823,,post,https://www.instagram.com/p/DVqKo71gYKy/,
,,8d8bd79aa126eec3,,True,,,,,,,facebook,,unknown,,,scrapy_facebook_search,"""திருடன புடிச்சிட்டு தான் சாப்பிடுவேன்""..  18 சவரன் தங்க நகை கொள்ளை..மோப்பம் பிடித்து தூக்கிய காவலர்!…  See more",2026-03-30T20:21:46.493732,,post,https://www.facebook.com/search/posts?q=palladam,
,,4d0819c4a63daed6,,True,,,,,,tvk,facebook,,tiruppur,,,scrapy_facebook_search,How will Vijay Alai be in 2026 elections? Open talk by Palladam people | Vox pop…  See more,2026-03-30T21:25:08.863793,,post,https://www.facebook.com/search/posts?q=palladam,
,,866b15bee508eb90,,True,,,,,,,facebook,,unknown,,,scrapy_facebook_search,Seal for the company…  See more,2026-03-30T19:35:02.359504,,post,https://www.facebook.com/search/posts?q=palladam,
,,c10f48c6a4b53756,,True,,,,,,,facebook,,unknown,,,scrapy_facebook_search,"""Will be stopped from tomorrow onwards.. "" | Teeth workers giving shock…  See more",2026-03-30T21:37:35.034164,,post,https://www.facebook.com/search/posts?q=palladam,
,,81ea68c7afd12793,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"That’s massive   Sulur is clearly tilting towards  #AIADMK . From the start, one pattern is clear, AIADMK and  #DMK  are holding strong in rural constituencies, while  #Tami …  See more",2026-03-30T21:37:43.748219,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,21bc73fba02df9d5,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"Sir, Vanakkam, why don't we announce the Life Insurance scheme (govt can pay insurance premium amount 500 per month through out their life) for youngsters (age between 20-30) to attract youngsters vote. The eligibility is non-alholic young is mandatory to reduce the alcoholist rate in future. The insurance converage will be helpful for their family after any life risk..",2026-03-30T21:37:43.748219,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,2919a86f121c15c8,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Anyone may communicate this idea to EPS ayya avargal Or Suggest t…  See more,2026-03-30T21:37:43.748219,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,9f76964bbaf0d371,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"Sir, Vanakkam, why don't we announce the Life Insurance scheme (govt can pay insurance premium amount 500 per month through out their life) for youngsters (age between 20-30) to attract youngsters vote. The eligibility is non-alholic young is mandatory to reduce the alcoholist rate in future. The insurance converage will be helpful for their family after any life risk.. Anyone may communicate this idea to EPS ayya avargal Or Suggest t…  See more",2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,db621ebe2d17125b,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,Stalin strategy topples Amit Shah social engineering! | Ayyanathan.K | The Rooster News,2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,7d2885c8eaa01b7a,,True,,,,,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"Breaking Tamil Nadu Politics Update (February 21, 2026): Lokesh Tamilselvan, son…  See more",2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,52b979b6580015ab,,True,,,,,,"dmk,admk",facebook,,tamil_nadu_general,,,scrapy_facebook_search,"Stalin strategy topples Amit Shah social engineering! | Ayyanathan.K | The Rooster News Breaking Tamil Nadu Politics Update (February 21, 2026): Lokesh Tamilselvan, son…  See more",2026-03-30T21:37:43.747218,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
IBC Tamil,,oNhzlR-bT9w,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T20:20:32.036166,Palladam Murd*r : சட்டம் ஒழுங்கு என்னாச்சு..?  சுட்டுப் பிடித்த Police.. - Crime Selvaraj Breaks,post,https://www.youtube.com/watch?v=oNhzlR-bT9w,62044
SimpliCityCoimbatore simplicitycbe · 7h,,2038602606054961245,,True,,,,,,,twitter,,tiruppur,,,scrapy_twitter_auth,நாம் தமிழர் கட்சி வேட்பாளர்  பேரறிவாளன் தெற்கு தொகுதியில்  வேட்புமனு தாக்கல்   #coimbatore   #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews   #perarivalan,2026-03-30T20:21:35.769851,,post,https://twitter.com/simplicitycbe/status/2038602606054961245,
Tiruppur Selvaraj தமிழ்நாட்டை தலைகுனிய விடமாட்டேன் Tupkselvaraj · Mar 29,,2038301783605596554,,True,,,,,,dmk,twitter,,tiruppur,,,scrapy_twitter_auth,"#களம்2026  சட்டமன்றத் தேர்தலில்   #நம்ம_பல்லடம்  தொகுதியின் கழக வேட்பாளராக அறிவிக்கப்பட்டதை தொடர்ந்து,  இன்று காரணம்பேட்டையில் கழக நிர்வாகிகள் மற்றும் பொதுமக்கள் உற்சாகம் ததும்ப வரவேற்பு அளித்தனர்.   தமிழ்நாட்டின் உரிமைகளை காத்து மக்கள் பணியில் சிறந்திடும் கழகத் தலைவர் அவர்களின்",2026-03-30T21:37:48.834093,,post,https://twitter.com/Tupkselvaraj/status/2038301783605596554,
News Tamil 24x7 NewsTamilTV24x7 · 16h,,2038483025756070150,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,அதிமுக வேட்பாளரின் சவாலுக்கு பதிலளித்த திமுக வேட்பாளர்...சூடு பிடிக்கும் பல்லடம் அரசியல் களம்...!!   #DMK   #AIADMK   #Political   #Palladam   #Newstamil24x7,2026-03-30T21:37:48.834093,,post,https://twitter.com/NewsTamilTV24x7/status/2038483025756070150,
thamizhkumaran thamizhkumaranx · 14h News Tamil 24x7 NewsTamilTV24x7 · 16h,,2038508014014181397,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"பொது மக்களிடம் ஆரவாரம் இல்லாமல், பணிவுடன்  வாக்கு கேட்க கழக உ.பி களுக்கு  எப்பொழுது கற்றுத்தருவீர்கள் .  தேர்தல் முடிந்த பிறகா.   களத்தில் வாக்கு கேட்பதை விட போட்டியாளர்களிடம்   வீண் வாய் சவடால் அதிகமாக உள்ளது  @mkstalin   @Udhaystalin   @dmk _youthwing   @DMKITwing அதிமுக வேட்பாளரின் சவாலுக்கு பதிலளித்த திமுக வேட்பாளர்...சூடு பிடிக்கும் பல்லடம் அரசியல் களம்...!!   #DMK   #AIADMK   #Political   #Palladam   #Newstamil24x7",2026-03-30T21:37:48.831838,,post,https://twitter.com/thamizhkumaranx/status/2038508014014181397,
SimpliCityCoimbatore simplicitycbe · 13h,,2038521843129418228,,True,,,,,,dmk,twitter,,tiruppur,,,scrapy_twitter_auth,மேட்டுப்பாளையம் தொகுதியில் வேட்பாளர் தேர்வு:   திமுகவின் T.R.  சண்முகசுந்தரம்   ஆதரவாளர்கள் அதிருப்தி   #coimbatore   #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews,2026-03-30T21:37:48.828677,,post,https://twitter.com/simplicitycbe/status/2038521843129418228,
Tiruppur Selvaraj தமிழ்நாட்டை தலைகுனிய விடமாட்டேன் Tupkselvaraj · 12h,,2038550085966147619,,True,,,,,,dmk,twitter,,tiruppur,,,scrapy_twitter_auth,"நாடே வியக்கும்  நலத்திட்ட நாயகர் கழகத் தலைவரின்  பேரன்புமிக்க ஆசியோடு,    #திருப்பூர்  மண்ணின், மக்களின் பேராதரவோடு   #நம்ம_பல்லடம்  தொகுதியின்  களம் வென்று நலம் சேர்ப்போம்!  திராவிடமாடலுக்கு  வளம் சேர்ப்போம்!  வெல்வோம் 200!  படைப்போம் வரலாறு!     @mkstalin   @Udhaystalin",2026-03-30T21:37:48.827056,,post,https://twitter.com/Tupkselvaraj/status/2038550085966147619,
ManiEswaran-Say_ No_To Drugs & DMK NESWARAMANI · 9h,,2038594661317849370,,True,,,,,,dmk,twitter,,tiruppur,,,scrapy_twitter_auth,"மாண்புமிகு கழகப் பொதுச் செயலாளர் எடப்பாடி யார் அவர்கள் மீது பற்று கொண்டு எழுச்சியுடன் உரையாற்றும்இளைஞர்களின்எழுச்சி  பேருரை  வாக்களிப்பீர்..!""  இரட்டை இலைக்கு.!!!   #US_பழனிச்சாமி_BCOM_அவர்கள்   #ஒன்றியகழக_செயலாளர்   #பல்லடம்_சட்டமன்ற_தொகுதி    #திருப்பூர்_புறநகரமேற்கு_மாவட்டம்",2026-03-30T21:37:48.824229,,post,https://twitter.com/NESWARAMANI/status/2038594661317849370,
,,DSWer6Ggf-B,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"1,999 likes, 16 comments - abhi_lifestory on December 16, 2025: ""Hey dears❤️ Save & Share to Palladam people😍 we can buy A to Z products for newborn including breast pump & feeding maxis😍 watch till the end to know the product range✅️  📍@the_mothers_choice_palladam AD NGR road, Palladam (Near Thangalakshmi jewelry) ✅️Whatsapp 9944771651  Follow @abhi_samayal for more❤️  #AbhiSamayalMiniVlog #AbhiSamayal #minivlog #minivlogtamil #tamilminivlog #dailyvlogs #tamilpregnancy #tamilvlogs #tamilsamayal #tamilcookingrecipes #foodblogger #indianfoodblogger #Kongusamayal #healthycookingintamil #Reels #Recipes #RecipeVideo #cookingreels #recipesinreels #newrecipes #recipesintamil #Tiruppurinfluencer #tiruppurfoodblogger #tiruppurbloggers #Coimbatore #Coimbatoreinfluncer #Coimbatoreblogger #Coimbatorefoodblogger #solidfoods"".",2026-03-30T21:37:50.768390,,post,https://www.instagram.com/p/DSWer6Ggf-B/,
,,DWLABzXkQpv,,True,,,,,,,instagram,,unknown,,,scrapy_instagram,"773 likes, 262 comments - palladam360_ on March 21, 2026: ""Comment பண்டவும் 🔥🔥🔥🔥"".",2026-03-30T21:38:35.940335,,post,https://www.instagram.com/p/DWLABzXkQpv/,
,,DRxKQgmkvdZ,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"11K likes, 125 comments - smiling_disaster_000 on December 2, 2025: ""🌷❤️‍🩹🎀𝗢𝗿𝘂 𝗩𝗮𝗮𝘁𝗶 𝗢𝗸𝗲𝘆 𝗦𝗢𝗹𝗹𝗶 𝗣𝗮𝗮𝗿𝗲𝗻🤌🏻😩🫶🏻 • • • #palladam#reels#gurls"".",2026-03-30T20:21:24.943368,,post,https://www.instagram.com/p/DRxKQgmkvdZ/,
,,DCdfN15T-5m,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"25K likes, 80 comments - palladam_gethu_studio_ on November 16, 2024: ""நமது பல்லடம் மங்கலம் ரோடு இப்பொழுது வரை வேகமாக மாறிவிட்டது 🤩 இருந்தாலும் பழைய நினைவுகளை மறக்க முடியாது ♥️  Do follow  @palladam_gethu_studio_   #palladam_makkaley❤ #palladam #tirupur #palladammangalamroad"".",2026-03-30T21:25:09.585605,,post,https://www.instagram.com/p/DCdfN15T-5m/,
,,74e90bef1d0388cc,,True,,,,,,,facebook,,unknown,,,scrapy_facebook_search,எனர்ஜி லெவல் வேற மாரி! பல்லடம் களம் சூடுபிடிக்குது.  …  See more,2026-03-30T21:25:08.864794,,post,https://www.facebook.com/search/posts?q=palladam,
,,feeb266bebfe35a0,,True,,,,,,,facebook,,tiruppur,,,scrapy_facebook_search,"#watch  ""Tiruppur|Palladam constituency for whom""| Candidates starting the action| #tirupurjunction   #tiruppurdistrict   #palladam   #tiruppurcorpration",2026-03-30T21:37:35.034164,,post,https://www.facebook.com/search/posts?q=palladam,
GaNeSan ganeshrgn · Mar 29,,2038193776519499793,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,Palladam  Ramkumar  TVK,2026-03-30T21:38:06.396930,,post,https://twitter.com/ganeshrgn/status/2038193776519499793,
Priyamudan Mani TVKManiHQ · Mar 29,,2038132429630894463,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,Tiruppur  101. Dharapuram (R) 102. Kangayam 112. Avinashi (R) 113. Tiruppur North 114. Tiruppur South 115.  Palladam  125. Udumalaipettai 126. Madathukulam   #TVKPeopleCandidates,2026-03-30T21:38:06.398927,,post,https://twitter.com/TVKManiHQ/status/2038132429630894463,
Jack'D JD_here__ · Mar 29,,2038202702883344534,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,palladam  la  tvk  candidate yaar uh?    #tvk,2026-03-30T21:38:06.391900,,post,https://twitter.com/JD_here__/status/2038202702883344534,
Sakthivel Gounder SaktiGounder265 · Mar 29,,2038088406580990141,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,"Blunder by  ADMK  giving  palladam . If KA contests okay, otherwise gift to DMK",2026-03-30T21:25:12.834038,,post,https://twitter.com/SaktiGounder265/status/2038088406580990141,
வேள்பாரி im_R_GoWtHaM · Mar 29 Joe... ItzmeeJoee · Mar 29,,2038075534174031955,,True,,,,,,"dmk,admk",twitter,,unknown,,,scrapy_twitter_auth,"காத்திருப்போம் *பல்லடத்தை குறிவைக்கும் திமுக*    அனைத்து ஊடகங்களிலும் பரவலாகப் பேசப்பட்டு வரும் செய்தியின்படி, திரு. செந்தில் பாலாஜி அவர்கள் கரூர் தொகுதியில் போட்டியிடுவார் என்று எதிர்பார்க்கப்பட்டது.   ஆனால், தற்போதைய சூழலில் அவர் கோயம்புத்தூர் தொகுதியில் போட்டியிட உள்ளார். இதுவரை அனைத்திந்திய",2026-03-30T21:25:12.834038,,post,https://twitter.com/im_R_GoWtHaM/status/2038075534174031955,
Thiru iamthiru74 · Mar 29,,2038132166169936288,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,Yarra neengalam ?? Write up ah thookitu vareenga ??  Palladam  pathi ena theriyum ungaluku??? 12000 thuluka vote iruntha tirupur south la 4000 vote la than jeichan... !!  Palladam  always   ADMK  fort !!  ADMK  eruma maata nikka vecha kuda jeikum... !! Pongada dei...,2026-03-30T21:25:12.832531,,post,https://twitter.com/iamthiru74/status/2038132166169936288,
𝐊𝐎𝐃𝐈 𝐒𝐀𝐍𝐊𝐀𝐑  kodi_sankar3 · Mar 29 Joe... ItzmeeJoee · Mar 29,,2038124110635733198,,True,,,,,,"dmk,admk",twitter,,unknown,,,scrapy_twitter_auth,"பல்லடம் எங்க தொகுதி தான்.. இங்க இருக்குற களநிலவரம்  admk  சாதகம் தான்  *பல்லடத்தை குறிவைக்கும் திமுக*    அனைத்து ஊடகங்களிலும் பரவலாகப் பேசப்பட்டு வரும் செய்தியின்படி, திரு. செந்தில் பாலாஜி அவர்கள் கரூர் தொகுதியில் போட்டியிடுவார் என்று எதிர்பார்க்கப்பட்டது.   ஆனால், தற்போதைய சூழலில் அவர் கோயம்புத்தூர் தொகுதியில் போட்டியிட உள்ளார். இதுவரை அனைத்திந்திய",2026-03-30T21:25:12.832531,,post,https://twitter.com/kodi_sankar3/status/2038124110635733198,
Sakthivel Gounder SaktiGounder265 · Mar 29,,2038098195767775528,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,Then easy for  admk  in  palladam  and DMK in thiruppur South,2026-03-30T21:25:12.832531,,post,https://twitter.com/SaktiGounder265/status/2038098195767775528,
Sachin Tendul sachintendulpbe · Mar 29,,2038093409735618810,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,Sitting MLA is sent to  admk  fortress  Palladam  for Dinesh,2026-03-30T21:25:12.832531,,post,https://twitter.com/sachintendulpbe/status/2038093409735618810,
MSD07_LEO · Mar 29 Lakshmanan.K lakshmanan_k94 · Mar 29,,2038187809564242141,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,அதிமுகவோட கோட்டைடா அது  எழுதி வைத்து கொள்ளுங்கள் பல்லடத்தில் அதிமுக வெற்றி பெறாது என்பது 100% உறுதியானதாக தகவல் பாஜகவின் ஒரு ஓட்டு கூட அதிமுகவிற்கு செல்லாது   #palladam    #bjp,2026-03-30T21:25:12.831530,,post,https://twitter.com/MSD07_LEO/status/2038187809564242141,
